ID,Start_Time,Start_Lat,Start_Lng,City,State,Temperature(F),Year,Month,Hour,Day_of_Week
A-4075892,2022-04-24 16:02:00,32.762657403789696,-117.16310620252054,San Diego,CA,82.0,2022,4,16,Sunday
A-4683638,2022-08-08 15:50:20,37.383347,-79.801011,Blue Ridge,VA,77.0,2022,8,15,Monday
A-1949931,2019-07-03 16:35:56,30.313396,-97.737831,Austin,TX,77.0,2019,7,16,Wednesday
A-755744,2022-01-04 06:14:22,45.698872,-120.729553,Wasco,OR,32.0,2022,1,6,Tuesday
A-1001500,2021-06-16 08:19:37,42.496819,-83.117104,Royal Oak,MI,59.0,2021,6,8,Wednesday
A-1940306,2019-08-29 09:15:31,34.908009,-82.088303,Duncan,SC,71.0,2019,8,9,Thursday
A-4234835,2023-02-03 12:09:00,37.042194,-120.872154,Los Banos,CA,56.0,2023,2,12,Friday
A-6313084,2021-12-13 11:49:59,35.23908400000001,-80.774474,Charlotte,NC,52.0,2021,12,11,Monday
A-2858082,2018-04-01 14:56:44,38.937267,-94.74575,Lenexa,KS,25.0,2018,4,14,Sunday
A-7061133,2020-06-26 14:39:19,32.57785,-97.31952,Burleson,TX,90.0,2020,6,14,Friday
A-1103736,2021-03-27 12:43:37,37.881905,-122.308281,Berkeley,CA,64.0,2021,3,12,Saturday
A-563723,2022-07-18 07:31:39,41.389912,-73.59816,Brewster,NY,75.0,2022,7,7,Monday
A-786385,2021-12-09 08:19:54,36.205929,-95.993553,Tulsa,OK,56.0,2021,12,8,Thursday
A-4654607,2022-11-19 19:15:00,40.147841,-76.949988,Mechanicsburg,PA,34.0,2022,11,19,Saturday
A-3215151,2017-11-29 16:57:11,37.603424,-122.064148,Union City,CA,57.0,2017,11,16,Wednesday
A-1531631,2020-03-17 21:25:11,35.285107,-82.400421,Flat Rock,NC,59.0,2020,3,21,Tuesday
A-7518074,2018-10-12 16:16:42,41.847514,-72.66494,Windsor,CT,61.0,2018,10,16,Friday
A-4506844,2023-02-04 14:23:00,34.06977296,-118.23616147,Los Angeles,CA,71.0,2023,2,14,Saturday
A-6733658,2020-10-25 06:05:00,25.940849,-80.245233,Miami Gardens,FL,74.0,2020,10,6,Sunday
A-1738877,2019-10-07 06:02:52,33.646469,-111.893639,Scottsdale,AZ,67.0,2019,10,6,Monday
A-7074525,2020-06-09 08:37:47,38.04853,-84.56411999999997,Lexington,KY,79.0,2020,6,8,Tuesday
A-2432667,2018-11-05 08:34:35,35.810738,-78.5774,Raleigh,NC,55.9,2018,11,8,Monday
A-1697694,2019-12-05 08:39:32,37.558231,-122.263657,San Mateo,CA,54.0,2019,12,8,Thursday
A-7304983,2019-12-08 09:04:00,33.552374,-117.187109,Murrieta,CA,57.0,2019,12,9,Sunday
A-7705887,2019-04-09 09:55:59,28.660871000000004,-82.147999,Bushnell,FL,75.0,2019,4,9,Tuesday
A-6463874,2021-02-20 14:43:25,44.85916256883211,-93.32822442010244,Minneapolis,MN,20.0,2021,2,14,Saturday
A-1515913,2020-03-06 10:42:54,38.984585,-76.540848,Annapolis,MD,41.0,2020,3,10,Friday
A-1128233,2021-03-07 12:56:49,35.515076,-97.694519,Yukon,OK,64.0,2021,3,12,Sunday
A-651189,2022-04-13 11:41:57,40.468479,-83.888481,Russells Point,OH,63.0,2022,4,11,Wednesday
A-7677753,2017-09-01 12:28:30,42.33086,-83.14804000000002,Detroit,MI,61.0,2017,9,12,Friday
A-1670209,2020-02-26 12:39:42,33.698444,-117.861366,Irvine,CA,81.0,2020,2,12,Wednesday
A-6685620,2020-11-04 23:34:00,33.092869,-87.672797,Fosters,AL,47.0,2020,11,23,Wednesday
A-5551980,2021-10-29 12:51:30,33.51937,-117.621385,San Juan Capistrano,CA,80.0,2021,10,12,Friday
A-62426,2017-01-12 23:54:43,33.662552000000005,-117.874924,Santa Ana,CA,53.1,2017,1,23,Thursday
A-180577,2016-12-15 15:57:17,43.091175,-83.706474,Mount Morris,MI,10.9,2016,12,15,Thursday
A-4871133,2023-01-27 09:26:08,38.656874,-90.565146,Chesterfield,MO,42.0,2023,1,9,Friday
A-6698701,2020-12-17 22:01:09,43.412894,-72.41516899999998,Windsor,VT,18.0,2020,12,22,Thursday
A-1034089,2021-05-23 13:34:08,39.770782,-86.143333,Indianapolis,IN,83.0,2021,5,13,Sunday
A-1225279,2020-12-17 08:10:05,32.670959,-96.947052,Dallas,TX,36.0,2020,12,8,Thursday
A-6701598,2020-11-26 06:41:00,40.595789,-122.234952,Palo Cedro,CA,45.0,2020,11,6,Thursday
A-1255356,2020-11-23 08:24:50,29.69254500000001,-95.31916,Houston,TX,63.0,2020,11,8,Monday
A-3877723,2022-09-14 14:04:22,27.834523,-82.349917,Gibsonton,FL,82.0,2022,9,14,Wednesday
A-127238,2016-11-11 10:07:21,27.968147,-82.78694899999998,Clearwater,FL,64.9,2016,11,10,Friday
A-4846441,2022-02-12 04:07:30,33.939304,-117.217625,Moreno Valley,CA,45.0,2022,2,4,Saturday
A-5975811,2021-11-17 22:15:40,40.793225,-74.24891,West Orange,NJ,46.0,2021,11,22,Wednesday
A-1822370,2019-11-15 11:44:51,40.444248,-80.028214,Pittsburgh,PA,39.0,2019,11,11,Friday
A-5147029,2022-09-22 06:54:28,41.360566,-74.660179,Port Jervis,NY,65.0,2022,9,6,Thursday
A-3493377,2016-08-26 05:53:21,25.73519,-80.25085,Miami,FL,79.0,2016,8,5,Friday
A-5176835,2022-12-31 02:45:00,30.045935,-97.720479,Kyle,TX,,2022,12,2,Saturday
A-2728030,2018-07-27 14:14:15,34.090961,-81.165977,Irmo,SC,89.6,2018,7,14,Friday
A-4271544,2022-05-30 03:41:30,39.25675,-76.459177,Sparrows Point,MD,,2022,5,3,Monday
A-5310090,2022-11-16 05:55:03,34.757347,-82.475537,Piedmont,SC,44.0,2022,11,5,Wednesday
A-2027502,2019-08-16 19:28:18,32.46294,-80.759277,Beaufort,SC,84.0,2019,8,19,Friday
A-5790788,2021-05-08 18:43:47,43.059142827782345,-76.0870277877994,Syracuse,NY,51.0,2021,5,18,Saturday
A-4708078,2022-05-11 22:17:05,32.19173312171844,-110.7727324957334,Tucson,AZ,74.0,2022,5,22,Wednesday
A-1606355,2020-01-22 18:17:29,30.52154,-91.149529,Baton Rouge,LA,48.0,2020,1,18,Wednesday
A-5711407,2021-07-30 07:25:00,41.198234,-80.15625,Mercer,PA,64.0,2021,7,7,Friday
A-6379893,2021-01-05 04:01:00,29.520201,-98.4841,San Antonio,TX,52.0,2021,1,4,Tuesday
A-3073511,2018-01-17 10:33:40,35.080063,-90.06304899999998,Memphis,TN,17.1,2018,1,10,Wednesday
A-1790014,2019-10-31 07:41:58,40.621918,-89.46374499999996,Morton,IL,29.0,2019,10,7,Thursday
A-5674018,2021-09-09 05:51:00,33.449002504189245,-111.8510234350593,Mesa,AZ,88.0,2021,9,5,Thursday
A-2370745,2018-11-30 08:36:30,43.136433,-77.590096,Rochester,NY,33.1,2018,11,8,Friday
A-4850409,2022-11-22 06:28:30,40.141556,-74.957838,Bensalem,PA,34.0,2022,11,6,Tuesday
A-4856261,2023-01-28 15:21:58,32.8806,-96.759978,Dallas,TX,66.0,2023,1,15,Saturday
A-6253004,2021-03-22 08:46:00,25.78125357615575,-80.34120440444781,Miami,FL,63.0,2021,3,8,Monday
A-4211592,2022-04-03 11:59:35,34.850379,-81.931561,Spartanburg,SC,63.0,2022,4,11,Sunday
A-1464701,2020-05-09 13:18:05,41.29188900000001,-73.915291,Peekskill,NY,43.0,2020,5,13,Saturday
A-4565167,2022-04-30 11:44:00,34.07233,-117.936179,West Covina,CA,77.0,2022,4,11,Saturday
A-3149277,2017-12-24 19:37:43,47.321304,-122.294846,Federal Way,WA,30.9,2017,12,19,Sunday
A-2148163,2019-04-04 11:38:53,41.793392,-87.631325,Chicago,IL,46.0,2019,4,11,Thursday
A-1928786,2019-08-22 19:52:08,33.670845,-111.999687,Phoenix,AZ,103.0,2019,8,19,Thursday
A-3349245,2017-08-01 18:19:49,34.922515999999995,-81.986824,Spartanburg,SC,82.4,2017,8,18,Tuesday
A-707397,2022-02-16 18:20:41,32.885628000000004,-96.699989,Dallas,TX,63.0,2022,2,18,Wednesday
A-7642083,2017-12-01 16:13:09,33.641288,-84.495599,Atlanta,GA,64.9,2017,12,16,Friday
A-7653595,2017-12-27 13:53:51,38.10165900000001,-122.561471,Novato,CA,59.0,2017,12,13,Wednesday
A-4219188,2022-04-29 17:24:52,37.1407,-93.272002,Springfield,MO,79.0,2022,4,17,Friday
A-3339111,2017-09-28 16:15:33,35.051014,-80.769501,Charlotte,NC,91.0,2017,9,16,Thursday
A-4384303,2022-04-27 13:56:00,38.595131635481856,-121.44434094371108,Sacramento,CA,70.0,2022,4,13,Wednesday
A-3963583,2022-10-05 14:24:21,40.70809007,-73.84461522,Richmond Hill,NY,59.0,2022,10,14,Wednesday
A-6237715,2021-09-21 15:18:00,25.466171,-80.474373,Homestead,FL,88.0,2021,9,15,Tuesday
A-4173365,2022-04-08 17:42:00,35.46975300000001,-82.55077800000002,Arden,NC,48.0,2022,4,17,Friday
A-4957943,2022-05-24 17:00:00,38.511013,-121.464581,Sacramento,CA,99.0,2022,5,17,Tuesday
A-6534108,2021-02-08 12:20:54,35.044251,-89.807728,Memphis,TN,48.0,2021,2,12,Monday
A-4833125,2022-05-20 15:25:44,45.455792,-93.902309,Clear Lake,MN,61.0,2022,5,15,Friday
A-2513835,2018-10-12 12:31:23,37.561646,-77.375259,Richmond,VA,66.9,2018,10,12,Friday
A-1167675,2021-02-04 08:16:02,29.950966,-90.085495,New Orleans,LA,66.0,2021,2,8,Thursday
A-2195544,2019-04-01 07:29:03,40.732124,-74.12487,Newark,NJ,33.0,2019,4,7,Monday
A-7683138,2017-09-15 16:43:02,25.76985,-80.325478,Miami,FL,90.0,2017,9,16,Friday
A-675250,2022-03-16 11:26:30,40.810585,-74.298172,Roseland,NJ,62.0,2022,3,11,Wednesday
A-5430859,2023-02-04 20:35:21,43.219796,-85.70052,Kent City,MI,30.0,2023,2,20,Saturday
A-318235,2017-02-03 19:54:26,33.928486,-118.285263,Los Angeles,CA,59.0,2017,2,19,Friday
A-724509,2022-02-02 06:33:55,40.223122,-75.539177,Royersford,PA,23.0,2022,2,6,Wednesday
A-4935943,2022-01-01 11:14:00,38.410737,-122.247379,Napa,CA,46.0,2022,1,11,Saturday
A-646421,2022-04-18 16:15:58,38.758678,-78.639137,Mt Jackson,VA,36.0,2022,4,16,Monday
A-4129213,2022-05-11 17:20:31,25.762108,-80.334096,Miami,FL,79.0,2022,5,17,Wednesday
A-5768702,2021-11-15 21:28:39,46.74574255921008,-103.18935513447194,Belfield,ND,45.0,2021,11,21,Monday
A-6828691,2020-11-21 19:10:00,40.156498,-80.13438599999998,Washington,PA,44.0,2020,11,19,Saturday
A-268242,2017-01-04 19:57:32,29.869806,-95.407852,Houston,TX,48.0,2017,1,19,Wednesday
A-1242907,2020-12-02 06:50:12,39.051472,-84.550957,Covington,KY,25.0,2020,12,6,Wednesday
A-7664701,2017-11-28 08:34:52,42.918317,-71.465849,Bedford,NH,23.0,2017,11,8,Tuesday
A-1523736,2020-03-11 04:35:50,33.081825,-80.207222,Summerville,SC,61.0,2020,3,4,Wednesday
A-938224,2021-08-12 18:14:29,42.149433,-70.845543,Hanover,MA,88.0,2021,8,18,Thursday
A-3363081,2017-08-08 17:30:12,39.614285,-84.198677,Dayton,OH,78.1,2017,8,17,Tuesday
A-2255981,2019-01-31 15:33:27,35.428082,-97.486732,Oklahoma City,OK,51.6,2019,1,15,Thursday
A-5564732,2021-08-07 13:31:00,46.433028,-122.88957,Toledo,WA,68.0,2021,8,13,Saturday
A-4673020,2022-10-11 06:15:00,37.97575,-121.225852,Stockton,CA,58.0,2022,10,6,Tuesday
A-5899187,2021-12-14 14:48:33,44.27798151948797,-94.17018055870928,Nicollet,MN,38.0,2021,12,14,Tuesday
A-1135394,2021-03-01 15:26:57,44.57378,-93.298676,Elko New Market,MN,21.0,2021,3,15,Monday
A-7645002,2017-12-07 19:51:22,37.617972,-122.15103700000002,Hayward,CA,53.1,2017,12,19,Thursday
A-2341954,2019-01-17 06:03:54,42.815632,-70.887199,Newburyport,MA,12.9,2019,1,6,Thursday
A-2365554,2019-01-29 05:37:55,42.944061,-83.68163299999998,Grand Blanc,MI,8.1,2019,1,5,Tuesday
A-2758162,2018-06-13 16:28:52,40.983498,-73.744141,White Plains,NY,72.0,2018,6,16,Wednesday
A-7137825,2020-03-26 05:32:33,39.89249,-74.21209,Bayville,NJ,32.0,2020,3,5,Thursday
A-1566681,2020-04-27 18:15:57,32.124775,-81.38700899999998,Bloomingdale,GA,77.0,2020,4,18,Monday
A-2858203,2018-04-01 14:40:44,47.680241,-122.183655,Kirkland,WA,48.9,2018,4,14,Sunday
A-588341,2022-06-20 16:12:41,39.187286,-84.482285,Cincinnati,OH,84.0,2022,6,16,Monday
A-4353745,2022-01-29 10:06:00,27.561615000000003,-82.555941,Palmetto,FL,53.0,2022,1,10,Saturday
A-336412,2017-02-14 16:56:27,38.456425,-122.725899,Santa Rosa,CA,66.0,2017,2,16,Tuesday
A-1101683,2021-03-29 12:31:46,39.536556,-77.424217,Thurmont,MD,,2021,3,12,Monday
A-185292,2016-11-11 22:59:49,42.300102,-83.18325,Dearborn,MI,36.0,2016,11,22,Friday
A-2043166,2019-06-10 17:04:15,35.52953,-97.503983,Oklahoma City,OK,78.0,2019,6,17,Monday
A-1622737,2020-01-31 19:34:56,30.23877,-97.719582,Austin,TX,44.0,2020,1,19,Friday
A-3732635,2022-04-07 20:50:00,33.597808,-117.167528,Murrieta,CA,81.0,2022,4,20,Thursday
A-7736501,2019-06-10 19:06:00,47.681221,-122.29043,Seattle,WA,73.0,2019,6,19,Monday
A-4829265,2022-07-03 21:54:00,33.652711,-84.395891,Atlanta,GA,80.0,2022,7,21,Sunday
A-1729376,2019-12-20 18:19:25,34.070801,-81.152283,Columbia,SC,50.0,2019,12,18,Friday
A-1193550,2021-01-14 07:32:48,41.497841,-81.605103,Cleveland,OH,40.0,2021,1,7,Thursday
A-7175928,2020-04-14 16:38:43,37.50243,-77.52011,Richmond,VA,63.0,2020,4,16,Tuesday
A-4863332,2022-06-20 12:14:00,37.64043,-122.060755,Hayward,CA,76.0,2022,6,12,Monday
A-5380186,2022-05-14 13:08:40,28.357024,-80.702924,Merritt Island,FL,82.0,2022,5,13,Saturday
A-1616517,2020-01-28 16:52:17,32.864277,-96.710663,Dallas,TX,55.0,2020,1,16,Tuesday
A-3902523,2022-09-21 15:46:49,40.523977,-74.344943,Edison,NJ,81.0,2022,9,15,Wednesday
A-2289007,2019-02-15 15:01:16,33.652840000000005,-112.202942,Glendale,AZ,64.0,2019,2,15,Friday
A-4253619,2022-05-02 14:28:30,25.868213,-80.235421,Miami,FL,86.0,2022,5,14,Monday
A-7655228,2017-11-03 14:33:27,41.882225,-71.05272099999998,Taunton,MA,73.0,2017,11,14,Friday
A-4608153,2022-08-20 23:38:00,39.008149,-123.366354,Boonville,CA,72.0,2022,8,23,Saturday
A-5954029,2021-09-20 11:39:00,28.421918,-81.474388,Orlando,FL,85.0,2021,9,11,Monday
A-2240824,2019-03-26 05:50:46,34.456051,-118.615799,Castaic,CA,50.0,2019,3,5,Tuesday
A-3995697,2023-01-04 15:57:00,38.650894,-80.737769,Gassaway,WV,68.0,2023,1,15,Wednesday
A-2245269,2019-03-28 20:08:31,37.366341,-121.901276,San Jose,CA,55.0,2019,3,20,Thursday
A-7216154,2020-01-09 17:12:00,34.010232,-117.069258,Redlands,CA,54.0,2020,1,17,Thursday
A-4251648,2022-05-03 07:43:30,42.35955834368534,-83.43563675840645,Plymouth,MI,52.0,2022,5,7,Tuesday
A-7224235,2020-01-15 10:44:30,34.128809999999994,-118.34688,Los Angeles,CA,56.0,2020,1,10,Wednesday
A-3287244,2017-09-05 20:20:14,35.174538,-90.01828,Memphis,TN,70.0,2017,9,20,Tuesday
A-5624117,2021-11-08 08:11:30,40.206934,-75.255023,North Wales,PA,47.0,2021,11,8,Monday
A-1259780,2020-11-19 17:07:09,33.511173,-86.79245,Birmingham,AL,61.0,2020,11,17,Thursday
A-3208197,2017-11-27 11:11:56,33.722115,-84.394592,Atlanta,GA,55.0,2017,11,11,Monday
A-695733,2022-02-25 20:26:08,36.267555,-79.930428,Stokesdale,NC,53.0,2022,2,20,Friday
A-675817,2022-03-16 07:34:42,34.705940000000005,-82.45642099999998,Piedmont,SC,51.0,2022,3,7,Wednesday
A-2850919,2018-05-28 16:34:02,26.13603,-80.219009,Fort Lauderdale,FL,84.9,2018,5,16,Monday
A-293716,2016-08-09 19:43:58,32.894493,-96.711494,Dallas,TX,97.0,2016,8,19,Tuesday
A-1040832,2021-05-18 16:52:26,34.883339,-82.150269,Greer,SC,67.0,2021,5,16,Tuesday
A-2203911,2019-03-06 18:26:29,25.92078,-80.199997,Miami,FL,61.0,2019,3,18,Wednesday
A-6649596,2020-11-18 01:39:30,39.472922,-77.65534699999998,Boonsboro,MD,,2020,11,1,Wednesday
A-6561688,2021-01-17 19:28:00,38.961433,-78.48032099999998,Maurertown,VA,37.0,2021,1,19,Sunday
A-445738,2017-05-12 12:52:07,42.96085,-83.613365,Grand Blanc,MI,63.0,2017,5,12,Friday
A-3266770,2017-10-25 10:14:01,37.613762,-77.875298,Powhatan,VA,,2017,10,10,Wednesday
A-4333000,2022-05-03 08:54:10,45.79087614991288,-119.36848282757109,Hermiston,OR,54.0,2022,5,8,Tuesday
A-3012836,2018-02-15 16:45:11,42.388435,-83.01429,Detroit,MI,46.0,2018,2,16,Thursday
A-5840393,2021-06-01 15:53:11,40.217911,-76.88284300000002,New Cumberland,PA,76.0,2021,6,15,Tuesday
A-7363624,2019-10-31 13:01:41,39.3219,-119.81625,Washoe Valley,NV,48.0,2019,10,13,Thursday
A-1819897,2019-11-14 16:49:40,37.548096,-77.431557,Richmond,VA,43.0,2019,11,16,Thursday
A-5357138,2022-09-10 12:42:04,38.74269605,-76.99168324,Fort Washington,MD,79.0,2022,9,12,Saturday
A-829646,2021-11-08 06:23:44,39.589729,-119.423729,Sparks,NV,34.0,2021,11,6,Monday
A-4058995,2023-01-01 21:49:24,41.465061,-81.69319200000002,Cleveland,OH,49.0,2023,1,21,Sunday
A-116714,2016-12-05 15:54:35,28.02249500000001,-82.455688,Tampa,FL,80.1,2016,12,15,Monday
A-1533408,2020-03-18 06:13:07,30.320181,-85.598618,Panama City,FL,67.0,2020,3,6,Wednesday
A-3471534,2016-11-17 17:28:46,27.335609,-82.44679000000002,Sarasota,FL,75.0,2016,11,17,Thursday
A-7182278,2020-04-17 19:35:02,39.32372,-77.35722,Frederick,MD,55.0,2020,4,19,Friday
A-6492494,2021-02-15 00:52:00,37.648775,-121.019902,Modesto,CA,50.0,2021,2,0,Monday
A-4708570,2023-01-29 20:31:00,27.494215000000004,-82.490844,Bradenton,FL,67.0,2023,1,20,Sunday
A-822833,2021-11-12 08:43:01,27.950859,-82.514816,Tampa,FL,75.0,2021,11,8,Friday
A-4586416,2023-01-22 20:47:05,35.100275,-85.228734,Chattanooga,TN,47.0,2023,1,20,Sunday
A-3347328,2017-07-29 00:21:07,43.003693,-78.412064,Corfu,NY,57.9,2017,7,0,Saturday
A-2286776,2019-02-14 03:43:12,33.748051000000004,-117.843414,Santa Ana,CA,59.0,2019,2,3,Thursday
A-3116580,2017-12-08 06:03:11,30.236895,-97.823189,Austin,TX,32.0,2017,12,6,Friday
A-3587994,2017-02-17 19:07:45,34.03309,-118.14486,Los Angeles,CA,54.0,2017,2,19,Friday
A-2866020,2018-04-04 14:24:34,33.877861,-117.520538,Corona,CA,71.1,2018,4,14,Wednesday
A-3613219,2017-05-09 03:19:58,38.8085,-77.08866,Alexandria,VA,48.0,2017,5,3,Tuesday
A-6603442,2020-09-19 16:03:00,33.494608,-111.977965,Phoenix,AZ,102.0,2020,9,16,Saturday
A-1573642,2020-03-03 09:59:36,34.031811,-81.096703,Columbia,SC,61.0,2020,3,9,Tuesday
A-3529795,2017-01-06 18:57:09,34.06794,-118.02753,El Monte,CA,57.2,2017,1,18,Friday
A-1435045,2020-08-24 07:56:11,37.351238,-77.386597,Chester,VA,73.0,2020,8,7,Monday
A-347633,2017-03-07 10:53:01,33.194344,-117.248528,Vista,CA,63.0,2017,3,10,Tuesday
A-1221518,2020-12-20 07:04:30,45.11874,-93.263878,Minneapolis,MN,21.0,2020,12,7,Sunday
A-5353561,2022-11-01 19:46:44,29.653694,-95.253798,Houston,TX,65.0,2022,11,19,Tuesday
A-594348,2022-06-14 08:08:58,44.883911,-93.138535,Saint Paul,MN,80.0,2022,6,8,Tuesday
A-1389510,2020-07-17 16:47:39,40.074001,-75.42394300000002,Wayne,PA,87.0,2020,7,16,Friday
A-865739,2021-10-12 06:09:44,33.559006,-112.11393,Phoenix,AZ,54.0,2021,10,6,Tuesday
A-5925498,2021-06-02 15:39:26,25.628807,-80.345152,Miami,FL,88.0,2021,6,15,Wednesday
A-3220877,2017-10-03 17:52:13,32.499447,-92.082481,Monroe,LA,84.0,2017,10,17,Tuesday
A-1668157,2020-02-26 08:24:45,41.825966,-71.514992,Johnston,RI,42.0,2020,2,8,Wednesday
A-65276,2017-01-24 22:02:57,32.868374,-117.108002,San Diego,CA,42.8,2017,1,22,Tuesday
A-2368839,2019-01-30 07:04:59,35.312775,-80.708557,Charlotte,NC,21.2,2019,1,7,Wednesday
A-7502225,2018-11-15 06:07:00,40.76098,-82.74585,Galion,OH,28.9,2018,11,6,Thursday
A-2343492,2019-01-17 07:52:06,36.085979,-86.70004300000002,Nashville,TN,42.1,2019,1,7,Thursday
A-743132,2022-01-18 18:00:33,39.528721,-106.216034,Frisco,CO,26.0,2022,1,18,Tuesday
A-1591075,2020-01-14 08:45:48,34.86253,-82.279381,Greer,SC,58.0,2020,1,8,Tuesday
A-295123,2016-08-16 16:34:35,30.253206,-97.532387,Manor,TX,73.4,2016,8,16,Tuesday
A-6019848,2021-12-17 19:38:30,28.623179,-81.476175,Orlando,FL,71.0,2021,12,19,Friday
A-3763854,2022-05-04 15:05:00,39.737452268410976,-86.04313015896774,Indianapolis,IN,59.0,2022,5,15,Wednesday
A-5190476,2022-10-03 06:20:00,38.931652,-77.123222,Arlington,VA,49.0,2022,10,6,Monday
A-5898515,2021-09-28 13:13:00,39.036157,-75.707978,Camden Wyoming,DE,81.0,2021,9,13,Tuesday
A-7672518,2017-10-17 14:30:24,38.60488,-90.64873,Glencoe,MO,71.1,2017,10,14,Tuesday
A-384744,2017-02-14 07:57:43,30.189123,-97.767899,Austin,TX,52.0,2017,2,7,Tuesday
A-2054663,2019-06-17 05:39:56,42.54179,-71.283112,Billerica,MA,64.0,2019,6,5,Monday
A-3033032,2018-02-25 11:33:13,33.786709,-84.391312,Atlanta,GA,60.1,2018,2,11,Sunday
A-2065430,2019-06-21 08:20:29,39.108204,-94.738739,Kansas City,KS,68.0,2019,6,8,Friday
A-2119195,2019-05-23 15:46:01,41.574066,-87.509354,Hammond,IN,75.0,2019,5,15,Thursday
A-5324724,2022-11-07 19:03:00,38.767035,-120.555469,Pollock Pines,CA,37.0,2022,11,19,Monday
A-6197046,2021-09-14 15:29:30,25.747884,-80.325639,Miami,FL,88.0,2021,9,15,Tuesday
A-1516149,2020-03-06 19:29:34,35.849442,-78.586525,Raleigh,NC,46.0,2020,3,19,Friday
A-2362576,2019-01-27 17:21:02,33.885384,-84.251419,Atlanta,GA,48.9,2019,1,17,Sunday
A-7221916,2020-01-14 17:03:00,40.69658,-111.98072,West Valley City,UT,31.0,2020,1,17,Tuesday
A-1473689,2020-05-18 04:46:04,34.027817,-118.036499,Whittier,CA,65.0,2020,5,4,Monday
A-1240721,2020-12-06 20:18:11,34.229439,-79.708557,Florence,SC,46.0,2020,12,20,Sunday
A-3357199,2017-08-04 09:12:13,34.238937,-81.46032,Pomaria,SC,71.6,2017,8,9,Friday
A-5011231,2022-07-07 15:10:00,36.370869,-119.394563,Visalia,CA,89.0,2022,7,15,Thursday
A-7608071,2018-03-20 09:26:40,36.89025,-121.77331,Watsonville,CA,52.0,2018,3,9,Tuesday
A-728181,2022-01-31 16:18:16,35.21376400000001,-80.780998,Charlotte,NC,56.0,2022,1,16,Monday
A-1080506,2021-04-16 10:10:05,33.434742,-112.037712,Phoenix,AZ,70.0,2021,4,10,Friday
A-1675878,2020-01-02 17:39:53,44.255684,-88.466476,Appleton,WI,37.0,2020,1,17,Thursday
A-3301559,2017-09-12 06:42:10,35.171261,-80.808266,Charlotte,NC,64.9,2017,9,6,Tuesday
A-1953363,2019-07-05 12:18:09,33.63765,-112.115784,Phoenix,AZ,,2019,7,12,Friday
A-740254,2022-01-20 15:24:16,33.722282,-84.939735,Villa Rica,GA,36.0,2022,1,15,Thursday
A-4025861,2022-12-26 10:21:34,38.953638,-76.90821600000002,Riverdale,MD,25.0,2022,12,10,Monday
A-1379666,2020-07-07 05:06:09,34.067265,-81.14218100000002,Columbia,SC,73.0,2020,7,5,Tuesday
A-1715966,2019-12-13 09:34:00,34.016758,-118.17334,Los Angeles,CA,66.0,2019,12,9,Friday
A-696148,2022-02-25 13:10:48,40.854618,-77.79741700000002,Bellefonte,PA,36.0,2022,2,13,Friday
A-1325771,2020-10-05 08:04:38,40.782452,-73.62748,Roslyn Heights,NY,58.0,2020,10,8,Monday
A-6871955,2020-12-19 10:27:00,30.450740000000003,-91.13901,Baton Rouge,LA,62.0,2020,12,10,Saturday
A-5781610,2021-09-17 20:26:00,37.367687,-121.88709,San Jose,CA,61.0,2021,9,20,Friday
A-5682234,2021-06-12 19:45:10,43.776441,-123.07438799999998,Cottage Grove,OR,64.0,2021,6,19,Saturday
A-3572831,2017-02-21 06:33:42,35.138119,-80.90826899999998,Charlotte,NC,53.1,2017,2,6,Tuesday
A-5744230,2021-11-23 07:50:00,29.053579,-82.302274,Dunnellon,FL,48.0,2021,11,7,Tuesday
A-7189813,2020-04-20 23:24:59,34.11663,-118.26895,Los Angeles,CA,60.0,2020,4,23,Monday
A-3743306,2022-07-13 03:14:00,32.771769,-96.799928,Dallas,TX,86.0,2022,7,3,Wednesday
A-3573120,2017-02-21 18:53:45,39.74732,-84.21468,Dayton,OH,60.1,2017,2,18,Tuesday
A-1508907,2020-06-17 13:06:06,34.94762,-82.21418800000002,Greer,SC,69.0,2020,6,13,Wednesday
A-5981873,2021-09-08 08:09:22,34.701441,-82.894103,Seneca,SC,68.0,2021,9,8,Wednesday
A-6822808,2020-11-20 23:10:00,39.871898,-75.32421,Ridley Park,PA,48.0,2020,11,23,Friday
A-2831890,2018-05-18 15:24:44,42.860847,-71.173393,Hampstead,NH,62.1,2018,5,15,Friday
A-4272894,2022-09-26 06:43:00,35.929183,-79.923831,High Point,NC,53.0,2022,9,6,Monday
A-4473744,2022-10-13 17:32:00,40.327557,-83.072026,Delaware,OH,55.0,2022,10,17,Thursday
A-3220671,2017-10-03 09:56:10,41.263283,-96.023865,Omaha,NE,73.0,2017,10,9,Tuesday
A-5566247,2021-12-16 16:13:35,28.455789000000006,-81.399342,Orlando,FL,83.0,2021,12,16,Thursday
A-5641311,2021-07-02 16:50:11,40.491931,-74.438781,New Brunswick,NJ,79.0,2021,7,16,Friday
A-301359,2016-06-27 11:05:09,29.732349,-95.387161,Houston,TX,93.2,2016,6,11,Monday
A-7339319,2019-10-13 12:53:00,38.462083,-121.408316,Sacramento,CA,72.0,2019,10,12,Sunday
A-2979119,2018-03-30 13:45:44,41.846104,-87.97219100000002,Oak Brook,IL,45.0,2018,3,13,Friday
A-5862031,2021-10-26 10:36:00,32.3478,-95.265521,Tyler,TX,74.0,2021,10,10,Tuesday
